user_id,name,city,segment,dietary_preference,veg_days,rfm_recency,rfm_frequency,rfm_monetary,order_count,avg_order_value,favourite_cuisines
U02602,Mahika Dugar,Jaipur,Budget,veg,"[4, 5]",5,18,318,21,208,"[""South Indian"", ""Biryani""]"
U02603,Kai Yadav,Delhi,Premium,veg,[],6,14,1035,25,815,"[""Italian""]"
U02604,Vanya Biswas,Hyderabad,Budget,non-veg,"[3, 4, 6]",4,23,223,43,152,"[""Street Food"", ""Continental"", ""Biryani""]"
U02605,Samuel De,Chennai,Budget,veg,[],9,21,205,39,233,"[""Street Food""]"
U02606,Dayita Sankaran,Hyderabad,Premium,none,[0],3,10,825,19,887,"[""Continental""]"
U02607,Nathan Mukherjee,Jaipur,Occasional,none,[3],30,3,334,5,453,"[""Desserts & Bakery"", ""North Indian"", ""South Indian""]"
U02608,Yadavi Shanker,Mumbai,Budget,none,"[1, 4, 6]",6,11,300,26,273,"[""North Indian""]"
U02609,Saksham Amble,Mumbai,Premium,non-veg,[],3,11,1004,13,804,"[""South Indian""]"
U02610,Sanaya Bhatt,Pune,Budget,veg,"[4, 6]",8,29,207,40,244,"[""Chinese""]"
U02611,Yatin Vora,Lucknow,Occasional,non-veg,"[0, 6]",34,4,519,2,489,"[""Chinese"", ""Italian""]"
U02612,Vritti Sharma,Pune,Budget,non-veg,[],6,29,185,29,174,"[""Street Food"", ""Biryani""]"
U02613,Balveer Chand,Mumbai,Occasional,veg,[0],43,4,278,5,251,"[""South Indian""]"
U02614,Tanmayi Palan,Delhi,Budget,non-veg,[4],4,17,315,16,214,"[""Street Food"", ""Cafe""]"
U02615,Mahika Gill,Mumbai,Budget,non-veg,[],1,24,342,20,210,"[""Italian""]"
U02616,Zaid Gola,Mumbai,Occasional,none,[],38,2,286,1,320,"[""Street Food"", ""South Indian""]"
U02617,Tanvi Rajagopalan,Delhi,Premium,non-veg,[],6,18,998,23,543,"[""Cafe"", ""North Indian""]"
U02618,Girish Ramaswamy,Chennai,Premium,veg,[],5,15,993,26,991,"[""Continental"", ""Italian"", ""Biryani""]"
U02619,Wriddhish Dugar,Chennai,Family,veg,[],3,17,700,36,912,"[""Biryani"", ""North Indian"", ""Mughlai""]"
U02620,Bishakha Bhavsar,Hyderabad,Budget,non-veg,[],2,18,303,48,222,"[""Cafe""]"
U02621,Wakeeta Sabharwal,Hyderabad,Premium,non-veg,[],4,14,933,12,762,"[""South Indian"", ""Chinese""]"
U02622,Jyoti Bose,Jaipur,Budget,non-veg,[6],8,24,334,48,155,"[""Desserts & Bakery"", ""Continental""]"
U02623,Yamini Nanda,Bangalore,Family,none,"[0, 2]",9,18,1291,16,1068,"[""Cafe""]"
U02624,Shravya Gala,Bangalore,Occasional,veg,[],41,2,235,7,474,"[""Chinese"", ""Cafe"", ""Biryani""]"
U02625,Sarthak Toor,Mumbai,Family,veg,[],5,14,1438,30,536,"[""Mughlai"", ""Biryani"", ""Desserts & Bakery""]"
U02626,Turvi Bala,Delhi,Occasional,non-veg,[],44,3,351,7,487,"[""Cafe"", ""North Indian""]"
U02627,Triya Raj,Delhi,Budget,veg,"[2, 4, 6]",3,21,210,49,152,"[""Italian"", ""Continental"", ""Mughlai""]"
U02628,Mohini Hayer,Delhi,Occasional,non-veg,[],18,2,391,7,473,"[""Mughlai"", ""Desserts & Bakery""]"
U02629,Baljiwan Anne,Mumbai,Occasional,non-veg,[],43,1,503,7,350,"[""Chinese"", ""Mughlai"", ""North Indian""]"
U02630,Ishwar Deshpande,Bangalore,Budget,veg,[],3,12,203,47,160,"[""Continental"", ""Chinese"", ""Desserts & Bakery""]"
U02631,Ucchal Sundaram,Chennai,Occasional,veg,"[2, 3, 6]",15,2,560,1,392,"[""Continental"", ""Desserts & Bakery"", ""Italian""]"
U02632,Ekansh Butala,Mumbai,Premium,non-veg,[5],1,8,598,31,530,"[""Desserts & Bakery"", ""Italian"", ""Street Food""]"
U02633,Raksha Dey,Mumbai,Budget,veg,[3],7,21,169,49,192,"[""North Indian"", ""Cafe"", ""Biryani""]"
U02634,Arya Edwin,Bangalore,Occasional,none,"[3, 4, 6]",44,3,259,1,465,"[""Street Food"", ""Cafe"", ""Italian""]"
U02635,Andrew Chaudhry,Chennai,Premium,veg,[],6,12,569,29,647,"[""Italian""]"
U02636,Chaitaly Dash,Pune,Health,veg,[],3,7,350,12,543,"[""Street Food"", ""Continental"", ""Biryani""]"
U02637,Om Brahmbhatt,Delhi,Budget,veg,[],4,21,322,42,172,"[""Desserts & Bakery"", ""Biryani"", ""Italian""]"
U02638,Anjali Dube,Mumbai,Health,none,[],5,12,695,11,486,"[""Chinese"", ""Desserts & Bakery"", ""Street Food""]"
U02639,Ishita Gokhale,Bangalore,Budget,veg,[0],1,18,255,16,263,"[""Continental"", ""Chinese""]"
U02640,Bakhshi Walia,Mumbai,Budget,veg,[1],8,18,154,25,281,"[""South Indian"", ""Biryani"", ""Street Food""]"
U02641,Riya Batta,Hyderabad,Budget,veg,"[2, 3]",4,10,180,41,171,"[""Mughlai"", ""Continental"", ""Italian""]"
U02642,Madhavi Morar,Mumbai,Occasional,non-veg,[],29,3,205,7,493,"[""Street Food""]"
U02643,Charles Agrawal,Delhi,Budget,non-veg,[1],7,12,173,31,228,"[""Street Food"", ""Cafe""]"
U02644,Krishna Jaggi,Delhi,Family,non-veg,[],6,15,1360,12,715,"[""Desserts & Bakery"", ""Street Food""]"
U02645,Kavya Khare,Hyderabad,Occasional,veg,[],24,2,277,2,317,"[""Desserts & Bakery"", ""Mughlai""]"
U02646,Gavin Babu,Pune,Budget,non-veg,[4],7,10,264,18,257,"[""Desserts & Bakery""]"
U02647,Ayaan Atwal,Hyderabad,Premium,veg,[],6,15,781,17,813,"[""Mughlai"", ""Street Food""]"
U02648,Rehaan Bhatnagar,Hyderabad,Occasional,veg,[4],12,4,549,5,449,"[""Chinese"", ""Italian""]"
U02649,Gopal Ganesh,Pune,Budget,veg,"[3, 5, 6]",3,24,267,44,254,"[""Street Food""]"
U02650,Chaitanya Sagar,Mumbai,Budget,veg,"[0, 2, 3]",2,12,168,16,183,"[""Chinese"", ""Mughlai"", ""Italian""]"
U02651,Eta Naidu,Jaipur,Family,non-veg,"[1, 5]",6,12,1195,39,1022,"[""Mughlai"", ""South Indian"", ""Cafe""]"
U02652,Sarthak Rana,Hyderabad,Occasional,none,[],30,2,236,7,200,"[""Street Food"", ""Mughlai"", ""South Indian""]"
U02653,Jai Kata,Bangalore,Budget,non-veg,"[0, 5]",2,21,223,15,156,"[""Chinese""]"
U02654,Hitesh Parikh,Delhi,Family,non-veg,[3],3,12,1265,19,1116,"[""Italian"", ""Desserts & Bakery"", ""Street Food""]"
U02655,Oscar Aurora,Delhi,Occasional,non-veg,[2],43,1,385,5,416,"[""Biryani"", ""Mughlai""]"
U02656,Diya Arora,Delhi,Premium,non-veg,[],6,8,633,17,702,"[""Mughlai"", ""Cafe""]"
U02657,Simon Shanker,Chennai,Family,veg,[2],1,19,890,36,1065,"[""Desserts & Bakery""]"
U02658,Dominic Mallick,Delhi,Occasional,none,"[0, 2]",21,3,350,4,324,"[""Continental""]"
U02659,Caleb Bhavsar,Kolkata,Occasional,non-veg,"[2, 6]",25,1,566,7,427,"[""Mughlai""]"
U02660,Nirja Mitra,Kolkata,Occasional,non-veg,"[2, 6]",42,3,217,4,495,"[""Mughlai"", ""South Indian"", ""North Indian""]"
U02661,Harsh Yadav,Delhi,Budget,none,[6],7,27,317,28,198,"[""Biryani""]"
U02662,Zayan Chandran,Mumbai,Occasional,non-veg,[],30,2,518,5,225,"[""South Indian"", ""Chinese"", ""Biryani""]"
U02663,Lipika Deol,Hyderabad,Family,veg,[],9,13,1201,21,712,"[""North Indian"", ""Desserts & Bakery"", ""Mughlai""]"
U02664,Parth Nadkarni,Chennai,Family,non-veg,[3],9,11,1100,14,781,"[""Cafe"", ""Street Food""]"
U02665,Ekansh Nayak,Kolkata,Occasional,veg,[],23,4,536,6,290,"[""Italian""]"
U02666,Saumya Raja,Kolkata,Family,none,"[5, 6]",2,17,1387,39,1095,"[""North Indian"", ""Cafe"", ""Street Food""]"
U02667,Yahvi Arya,Chennai,Occasional,non-veg,"[0, 1, 5]",26,1,541,7,315,"[""Chinese""]"
U02668,Ansh Dash,Mumbai,Occasional,veg,[1],31,4,489,4,456,"[""Street Food"", ""Chinese""]"
U02669,Warjas Sangha,Pune,Budget,non-veg,[2],5,11,248,15,294,"[""South Indian"", ""Continental"", ""Mughlai""]"
U02670,Fariq Bhasin,Pune,Occasional,non-veg,[],43,1,453,3,318,"[""Italian"", ""North Indian"", ""Street Food""]"
U02671,Kavya Tara,Pune,Premium,veg,"[3, 5]",3,8,739,22,729,"[""South Indian"", ""Desserts & Bakery"", ""Mughlai""]"
U02672,Saksham Doshi,Delhi,Premium,non-veg,[],1,16,545,12,585,"[""Chinese"", ""South Indian"", ""Desserts & Bakery""]"
U02673,Samarth Barad,Hyderabad,Budget,none,[6],7,10,204,22,298,"[""Desserts & Bakery""]"
U02674,Sachi Narasimhan,Mumbai,Family,none,[6],3,17,827,20,792,"[""Biryani"", ""North Indian"", ""Desserts & Bakery""]"
U02675,Arunima Nadkarni,Mumbai,Budget,non-veg,"[2, 6]",8,13,218,30,223,"[""Street Food"", ""Biryani"", ""Italian""]"
U02676,Oeshi Mani,Mumbai,Budget,veg,[5],6,23,193,49,196,"[""Desserts & Bakery"", ""Chinese""]"
U02677,Veer Narula,Pune,Health,veg,"[3, 4]",12,10,499,16,340,"[""Continental""]"
U02678,Xavier Jha,Ahmedabad,Premium,veg,[],2,5,790,16,689,"[""Italian"", ""Biryani""]"
U02679,Yuvraj Kapadia,Mumbai,Occasional,veg,[],23,4,424,4,386,"[""Street Food""]"
U02680,Ekanta Goswami,Hyderabad,Premium,none,[],6,12,649,31,892,"[""Street Food"", ""Italian""]"
U02681,Abeer Bhattacharyya,Delhi,Health,non-veg,"[0, 1, 5]",9,11,447,20,371,"[""Chinese"", ""South Indian""]"
U02682,Ekaraj Hans,Mumbai,Health,none,[3],9,11,388,23,574,"[""Chinese""]"
U02683,Lohit Jayaraman,Pune,Occasional,veg,[],34,2,368,5,498,"[""Mughlai""]"
U02684,Gavin Ghose,Hyderabad,Occasional,none,"[1, 3, 5]",43,1,335,6,469,"[""Biryani"", ""Mughlai""]"
U02685,Warinder Tripathi,Bangalore,Budget,non-veg,[6],9,26,268,35,248,"[""Chinese"", ""North Indian"", ""Desserts & Bakery""]"
U02686,Pooja Sibal,Ahmedabad,Health,none,[],9,5,332,20,303,"[""Italian"", ""Desserts & Bakery""]"
U02687,Nitesh Hora,Pune,Occasional,none,[],26,3,410,7,309,"[""North Indian""]"
U02688,Panini Goda,Delhi,Premium,non-veg,[],1,7,835,30,548,"[""Italian"", ""Chinese""]"
U02689,Chavvi Mangal,Chennai,Budget,non-veg,[],5,29,252,36,237,"[""Biryani"", ""Street Food""]"
U02690,Saksham Magar,Kolkata,Family,veg,[],3,15,504,28,1006,"[""South Indian"", ""North Indian"", ""Cafe""]"
U02691,Fariq Parsa,Lucknow,Budget,non-veg,[],5,22,346,23,179,"[""Desserts & Bakery"", ""Continental""]"
U02692,Krishna Ganesh,Jaipur,Premium,veg,[],5,12,755,25,778,"[""Street Food""]"
U02693,Ridhi Sami,Chennai,Family,veg,[],7,19,1420,33,657,"[""Italian""]"
U02694,Nachiket Subramaniam,Ahmedabad,Occasional,none,"[0, 2, 4]",10,3,214,1,292,"[""North Indian"", ""Italian"", ""Desserts & Bakery""]"
U02695,Lakshmi Sane,Pune,Occasional,veg,[],32,4,336,2,403,"[""Cafe"", ""South Indian"", ""Biryani""]"
U02696,Charita Yogi,Bangalore,Family,none,"[0, 1, 4]",1,16,1193,37,1004,"[""Biryani"", ""North Indian""]"
U02697,Parth Kurian,Hyderabad,Premium,veg,[],4,17,882,32,627,"[""North Indian"", ""Biryani"", ""South Indian""]"
U02698,Ubika Mohan,Bangalore,Family,veg,[],6,8,636,32,671,"[""South Indian""]"
U02699,Bhanumati Prashad,Hyderabad,Health,veg,"[2, 5]",12,6,402,20,539,"[""Mughlai""]"
U02700,Ekbal Nath,Bangalore,Occasional,non-veg,"[1, 3, 4]",44,4,557,3,357,"[""Desserts & Bakery"", ""Street Food"", ""Continental""]"
U02701,Upasna Hayre,Kolkata,Budget,veg,"[4, 6]",2,24,195,39,183,"[""Cafe"", ""Desserts & Bakery""]"
U02702,Ranveer Agrawal,Delhi,Health,vegan,[],12,12,622,12,543,"[""Cafe"", ""South Indian""]"
U02703,Xiti Prasad,Pune,Budget,none,[4],9,17,304,20,226,"[""Italian"", ""Continental""]"
U02704,Nidhi Sagar,Hyderabad,Budget,non-veg,[],9,14,262,30,241,"[""South Indian"", ""North Indian""]"
U02705,Kashvi Rajagopalan,Bangalore,Occasional,non-veg,"[0, 1, 5]",28,3,519,5,276,"[""Continental"", ""Mughlai"", ""South Indian""]"
U02706,Darika Bobal,Mumbai,Budget,non-veg,[],2,17,173,35,287,"[""Mughlai"", ""North Indian"", ""Biryani""]"
U02707,Balvan Dash,Ahmedabad,Occasional,non-veg,"[0, 1, 6]",39,4,581,3,474,"[""Cafe"", ""South Indian""]"
U02708,Nicholas Hari,Chennai,Occasional,non-veg,[],34,4,587,4,298,"[""Italian"", ""Continental""]"
U02709,Aadhya Pall,Bangalore,Family,non-veg,[],9,12,906,16,841,"[""Italian""]"
U02710,Jyoti Bhardwaj,Delhi,Occasional,veg,[],12,3,331,1,476,"[""Continental"", ""North Indian"", ""Chinese""]"
U02711,Panini Koshy,Mumbai,Occasional,non-veg,[],36,1,520,5,336,"[""Biryani""]"
U02712,Vanya Banerjee,Bangalore,Health,vegan,[],8,14,437,9,453,"[""Street Food"", ""Cafe""]"
U02713,Ayaan Divan,Delhi,Health,none,[],6,14,516,13,404,"[""North Indian"", ""Chinese"", ""Italian""]"
U02714,Tamanna Din,Hyderabad,Budget,non-veg,"[0, 1, 3]",7,28,281,40,287,"[""South Indian"", ""Street Food""]"
U02715,Yug Edwin,Ahmedabad,Occasional,non-veg,[],10,3,540,5,201,"[""Desserts & Bakery"", ""North Indian""]"
U02716,Jackson Chanda,Lucknow,Occasional,non-veg,[0],38,2,376,1,322,"[""South Indian"", ""Continental""]"
U02717,Mitali Buch,Delhi,Premium,non-veg,[2],1,7,615,19,648,"[""Italian""]"
U02718,Pallavi Gandhi,Delhi,Health,veg,[],4,13,622,16,301,"[""Desserts & Bakery""]"
U02719,Zayyan Mittal,Bangalore,Family,non-veg,[],1,10,535,23,507,"[""North Indian"", ""Cafe"", ""Italian""]"
U02720,Darika Sabharwal,Chennai,Budget,veg,[5],9,25,235,23,247,"[""Mughlai""]"
U02721,Ikbal Padmanabhan,Delhi,Occasional,veg,[1],11,2,337,6,334,"[""Continental"", ""North Indian"", ""Biryani""]"
U02722,Amruta Kadakia,Pune,Budget,none,[],7,18,247,48,194,"[""North Indian""]"
U02723,Darika Ahuja,Bangalore,Budget,non-veg,[2],9,22,226,24,215,"[""Italian""]"
U02724,Vyanjana Agarwal,Lucknow,Premium,veg,[2],3,18,827,32,844,"[""South Indian""]"
U02725,Ekaraj Sahni,Delhi,Budget,non-veg,[6],3,14,155,26,269,"[""Mughlai"", ""Desserts & Bakery""]"
U02726,Bhavya Sankar,Bangalore,Health,veg,[3],7,7,522,24,563,"[""Biryani"", ""Chinese""]"
U02727,Patrick Prasad,Chennai,Occasional,non-veg,[4],22,4,309,5,429,"[""Cafe"", ""Mughlai"", ""Biryani""]"
U02728,Krish Hora,Kolkata,Occasional,veg,[3],37,4,241,7,359,"[""South Indian"", ""Chinese""]"
U02729,Qabil Thakkar,Bangalore,Premium,non-veg,[],5,13,1002,19,554,"[""Cafe"", ""South Indian""]"
U02730,Shravya Kala,Chennai,Budget,none,[],5,13,234,33,298,"[""Cafe""]"
U02731,Sai Bhargava,Pune,Occasional,none,[],18,2,338,1,468,"[""Italian"", ""North Indian""]"
U02732,Rehaan Lad,Bangalore,Budget,non-veg,[],8,17,171,30,175,"[""North Indian""]"
U02733,Ridhi Chopra,Delhi,Budget,non-veg,[5],2,10,237,33,299,"[""Street Food"", ""Continental"", ""Chinese""]"
U02734,Fariq Memon,Bangalore,Occasional,veg,"[0, 5]",13,1,458,2,221,"[""North Indian"", ""Cafe""]"
U02735,Krishna Dash,Delhi,Budget,none,[0],1,19,192,46,255,"[""Biryani"", ""South Indian""]"
U02736,Devansh Oommen,Chennai,Family,veg,[],4,9,1455,13,806,"[""Chinese"", ""Mughlai""]"
U02737,Wahab Sridhar,Bangalore,Budget,none,[],9,19,335,19,270,"[""Desserts & Bakery""]"
U02738,Harrison Andra,Bangalore,Budget,non-veg,[],2,24,167,34,224,"[""Italian"", ""Street Food"", ""Biryani""]"
U02739,Amaira Amble,Bangalore,Health,veg,"[1, 2]",13,7,622,15,348,"[""North Indian"", ""South Indian"", ""Chinese""]"
U02740,Gunbir Kakar,Delhi,Premium,none,"[3, 4, 6]",5,8,1041,28,688,"[""Mughlai"", ""South Indian"", ""Desserts & Bakery""]"
U02741,Keya Venkatesh,Delhi,Occasional,non-veg,[],26,2,445,6,339,"[""Cafe"", ""Chinese""]"
U02742,Vedika Solanki,Delhi,Budget,veg,[],9,29,330,33,224,"[""Chinese"", ""Desserts & Bakery""]"
U02743,Pushti Nayar,Mumbai,Budget,veg,[],8,26,194,16,184,"[""Desserts & Bakery""]"
U02744,Hemal Murty,Delhi,Occasional,veg,[1],42,4,315,6,453,"[""South Indian""]"
U02745,Jalsa Rastogi,Chennai,Health,none,[6],10,5,456,22,505,"[""South Indian"", ""Mughlai"", ""Italian""]"
U02746,Dakshesh Parekh,Delhi,Health,vegan,"[3, 4, 5]",11,9,418,23,498,"[""Street Food"", ""Cafe""]"
U02747,Harish Aggarwal,Chennai,Budget,non-veg,[],7,22,178,17,197,"[""South Indian"", ""Italian""]"
U02748,Neelima Dewan,Kolkata,Premium,veg,[2],5,12,695,10,754,"[""South Indian"", ""Desserts & Bakery"", ""Italian""]"
U02749,Jason Wali,Mumbai,Occasional,veg,[],38,4,489,5,393,"[""Biryani"", ""Chinese"", ""Cafe""]"
U02750,Yuvraj Pillay,Bangalore,Family,non-veg,[2],1,12,511,12,506,"[""Italian""]"
U02751,Vaishnavi Varma,Mumbai,Budget,veg,[],5,14,246,40,221,"[""Cafe""]"
U02752,Raghav Aggarwal,Hyderabad,Budget,non-veg,[],6,11,280,27,275,"[""Street Food"", ""Italian"", ""South Indian""]"
U02753,Anay Parsa,Chennai,Family,non-veg,[],3,11,941,38,1089,"[""Mughlai"", ""North Indian"", ""South Indian""]"
U02754,Eshana Sawhney,Bangalore,Occasional,none,[],15,3,412,3,304,"[""Cafe"", ""Desserts & Bakery""]"
U02755,Vedhika Ratta,Delhi,Family,veg,"[1, 2]",3,15,1216,16,920,"[""Mughlai"", ""Cafe""]"
U02756,Ijaya Sangha,Ahmedabad,Budget,veg,[],9,16,332,34,270,"[""Street Food""]"
U02757,Harish Rajan,Delhi,Budget,non-veg,[5],8,27,209,22,269,"[""South Indian""]"
U02758,Robert Dhar,Bangalore,Budget,none,"[0, 5, 6]",5,18,160,21,230,"[""Italian""]"
U02759,Joshua Tank,Jaipur,Budget,non-veg,[],8,22,279,40,265,"[""Continental""]"
U02760,Charvi Sibal,Mumbai,Budget,veg,[2],8,26,295,29,294,"[""Cafe"", ""Biryani"", ""Italian""]"
U02761,Sanaya D’Alia,Jaipur,Premium,non-veg,"[0, 3]",2,8,972,29,978,"[""Desserts & Bakery"", ""Cafe""]"
U02762,Wridesh Kohli,Bangalore,Budget,veg,[],6,11,156,25,194,"[""Italian""]"
U02763,Onkar Chakraborty,Mumbai,Family,non-veg,[],9,18,1472,35,886,"[""Street Food"", ""Mughlai""]"
U02764,Radhika Balakrishnan,Delhi,Budget,non-veg,[],2,23,305,29,180,"[""Continental"", ""Chinese"", ""South Indian""]"
U02765,Eta Rajagopal,Hyderabad,Health,veg,[],13,14,525,22,502,"[""Chinese""]"
U02766,Thomas Kurian,Bangalore,Health,veg,[],4,7,390,15,548,"[""Italian"", ""Desserts & Bakery"", ""Continental""]"
U02767,Jatin Deshpande,Mumbai,Premium,veg,[0],4,6,644,15,976,"[""Italian""]"
U02768,Gautam Natarajan,Pune,Budget,non-veg,[1],7,13,163,28,215,"[""Biryani""]"
U02769,Dhruv Oza,Delhi,Budget,non-veg,[6],2,10,203,38,280,"[""Cafe""]"
U02770,Lakshmi Sarkar,Mumbai,Occasional,none,[],18,3,541,2,468,"[""South Indian"", ""Biryani"", ""Chinese""]"
U02771,Udant Lad,Ahmedabad,Occasional,veg,[],34,4,277,4,256,"[""Desserts & Bakery"", ""South Indian"", ""North Indian""]"
U02772,Bina Chahal,Delhi,Family,none,"[1, 4]",1,13,890,39,893,"[""Street Food"", ""Chinese"", ""Biryani""]"
U02773,Gaurav Oak,Hyderabad,Family,non-veg,[],2,10,1458,35,886,"[""Continental"", ""Italian"", ""Street Food""]"
U02774,Jack Pillai,Mumbai,Premium,non-veg,[6],2,5,963,20,655,"[""Continental"", ""Biryani"", ""Desserts & Bakery""]"
U02775,Dhriti Rai,Delhi,Health,vegan,"[1, 5, 6]",2,6,410,10,599,"[""Cafe"", ""North Indian"", ""Street Food""]"
U02776,Deepa Bhatia,Hyderabad,Family,non-veg,[],7,10,595,27,1008,"[""Chinese"", ""Desserts & Bakery"", ""North Indian""]"
U02777,Lipika Sampath,Mumbai,Budget,veg,[5],8,22,298,45,274,"[""Cafe""]"
U02778,Janya Date,Pune,Budget,veg,"[1, 2]",7,19,346,45,215,"[""Mughlai"", ""Chinese""]"
U02779,Hredhaan Rana,Mumbai,Family,non-veg,[],6,12,1237,16,1006,"[""Desserts & Bakery""]"
U02780,Triveni Mutti,Pune,Occasional,non-veg,"[3, 4, 5]",43,1,284,4,231,"[""Cafe"", ""Desserts & Bakery""]"
U02781,Chaman Kanda,Hyderabad,Budget,non-veg,[0],5,19,161,16,164,"[""Mughlai"", ""Biryani""]"
U02782,Tamanna Din,Delhi,Family,none,"[5, 6]",2,14,719,15,531,"[""Chinese""]"
U02783,Madhav Banerjee,Bangalore,Health,vegan,"[0, 3]",12,13,404,12,518,"[""Mughlai"", ""Chinese""]"
U02784,Dayamai Thakkar,Ahmedabad,Family,veg,[1],2,17,742,12,1048,"[""South Indian""]"
U02785,Anusha Sridhar,Hyderabad,Occasional,none,[5],14,3,505,2,298,"[""Desserts & Bakery"", ""North Indian""]"
U02786,Warda Manne,Delhi,Occasional,non-veg,[1],30,3,214,1,474,"[""Cafe"", ""Desserts & Bakery""]"
U02787,Daniel Nath,Chennai,Family,veg,"[0, 4]",8,18,537,20,967,"[""Street Food""]"
U02788,Shivansh Kar,Bangalore,Occasional,none,[1],35,2,432,2,258,"[""Biryani"", ""Desserts & Bakery"", ""South Indian""]"
U02789,Praneel Sura,Chennai,Occasional,non-veg,[2],40,1,335,3,371,"[""Cafe"", ""Biryani"", ""Chinese""]"
U02790,Chandani Dutta,Delhi,Family,non-veg,[],6,8,1164,29,963,"[""Desserts & Bakery"", ""Cafe""]"
U02791,Manya Nazareth,Delhi,Health,none,"[2, 4, 5]",4,11,681,17,381,"[""Cafe""]"
U02792,Urvashi Pall,Hyderabad,Family,veg,[],1,17,1035,37,607,"[""Desserts & Bakery"", ""Biryani"", ""Chinese""]"
U02793,Mahika Bora,Delhi,Occasional,veg,"[3, 6]",21,4,422,4,341,"[""Biryani"", ""Desserts & Bakery""]"
U02794,Barkha Hayer,Jaipur,Budget,none,[],4,12,287,41,275,"[""Chinese""]"
U02795,Gunbir Deep,Kolkata,Occasional,non-veg,[6],41,1,312,7,383,"[""Cafe""]"
U02796,Chatura Modi,Delhi,Health,non-veg,[2],9,7,580,23,354,"[""Biryani"", ""South Indian"", ""Italian""]"
U02797,Nihal Devan,Bangalore,Budget,non-veg,[],2,23,283,39,236,"[""Italian"", ""Biryani"", ""North Indian""]"
U02798,Vasudha Manne,Mumbai,Occasional,veg,"[2, 3]",27,3,381,5,249,"[""North Indian"", ""Cafe"", ""Mughlai""]"
U02799,Shaurya Kamdar,Delhi,Family,veg,[],6,8,605,23,1083,"[""Street Food"", ""Mughlai"", ""Biryani""]"
U02800,Aditya Pathak,Mumbai,Occasional,non-veg,"[1, 3]",38,2,565,4,395,"[""South Indian"", ""North Indian"", ""Cafe""]"
U02801,Manbir Puri,Mumbai,Budget,non-veg,[],1,18,345,27,248,"[""Italian"", ""Mughlai""]"
U02802,Om Bhalla,Bangalore,Family,non-veg,[],5,18,1210,34,765,"[""Biryani"", ""North Indian""]"
U02803,Ishani Som,Delhi,Occasional,veg,"[2, 5]",42,4,559,4,286,"[""North Indian"", ""Italian"", ""Street Food""]"
U02804,Charles Dalal,Kolkata,Occasional,non-veg,[4],14,2,306,7,452,"[""Desserts & Bakery"", ""South Indian""]"
U02805,Radha Dixit,Hyderabad,Budget,veg,[],8,21,324,33,254,"[""Mughlai"", ""Street Food"", ""Desserts & Bakery""]"
U02806,Yash Bandi,Hyderabad,Budget,veg,[6],1,26,308,21,195,"[""Mughlai"", ""Biryani""]"
U02807,Wridesh Ranganathan,Hyderabad,Occasional,veg,"[3, 4]",17,4,589,2,492,"[""Chinese"", ""South Indian""]"
U02808,Chasmum Gera,Chennai,Budget,non-veg,[],5,19,234,18,260,"[""Italian"", ""Cafe""]"
U02809,Gaurav Sheth,Jaipur,Occasional,veg,[4],34,3,249,5,437,"[""South Indian""]"
U02810,Anvi Saxena,Bangalore,Occasional,veg,[],29,3,282,7,211,"[""Biryani"", ""Continental"", ""North Indian""]"
U02811,Advay Dar,Kolkata,Health,vegan,[],2,10,680,24,421,"[""Chinese""]"
U02812,Fitan Dara,Hyderabad,Budget,non-veg,[0],4,18,300,37,241,"[""North Indian"", ""Desserts & Bakery""]"
U02813,Yashodhara Kar,Chennai,Health,veg,[],10,8,344,13,319,"[""Biryani"", ""Cafe"", ""Italian""]"
U02814,Varsha Mahal,Kolkata,Family,veg,"[0, 4]",9,14,1474,19,966,"[""Street Food"", ""South Indian"", ""Chinese""]"
U02815,Pratyush Rajagopalan,Bangalore,Occasional,non-veg,[],33,1,298,4,436,"[""North Indian""]"
U02816,Radha Misra,Ahmedabad,Premium,veg,"[2, 5]",4,18,781,20,981,"[""Street Food""]"
U02817,Hardik Nanda,Mumbai,Occasional,veg,"[4, 5]",33,1,201,6,258,"[""Street Food"", ""Chinese""]"
U02818,Qasim Ravi,Bangalore,Budget,none,[],2,21,168,29,259,"[""Chinese"", ""North Indian"", ""South Indian""]"
U02819,Meera Yadav,Mumbai,Occasional,veg,[],10,3,358,1,409,"[""Italian"", ""South Indian"", ""Continental""]"
U02820,Devansh Venkataraman,Mumbai,Family,veg,"[4, 6]",2,13,1187,17,671,"[""Mughlai""]"
U02821,Sarthak Dalal,Pune,Premium,veg,"[2, 6]",3,7,681,17,502,"[""South Indian"", ""Street Food""]"
U02822,Pranit Ahluwalia,Mumbai,Premium,veg,[5],1,10,724,15,574,"[""Continental""]"
U02823,Dipta Das,Mumbai,Family,veg,[],7,8,1348,31,878,"[""Mughlai"", ""Italian""]"
U02824,Kabir Jhaveri,Bangalore,Premium,veg,[],3,10,1098,20,893,"[""Desserts & Bakery"", ""South Indian""]"
U02825,Gagan Kunda,Delhi,Health,vegan,"[0, 3]",6,7,544,19,522,"[""Mughlai""]"
U02826,Frado Dash,Ahmedabad,Budget,veg,[],9,21,218,27,273,"[""Continental"", ""Street Food""]"
U02827,Januja Garg,Pune,Health,veg,[],10,5,517,16,451,"[""Desserts & Bakery""]"
U02828,Aadi Kothari,Jaipur,Occasional,none,"[0, 2]",21,1,486,5,251,"[""Continental""]"
